contract,category,text,answer_start
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Rofr/Rofo/Rofn,"During the Term prior to the Option exercise by Sanofi, RevMed shall provide to Sanofi any additional information Controlled by RevMed that is reasonably requested by Sanofi in order to assist Sanofi in determining whether to exercise its Option. If Sanofi so exercises its Option pursuant to this Section 3.1(b)(ii), [***]. U",73733.0
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Rofr/Rofo/Rofn,"If Sanofi provides a Notice of Interest to RevMed within [***], then (i) RevMed shall, upon request of Sanofi, provide Sanofi with reasonable access to all other then-existing Know-How in RevMed's Control that exists in either paper or electronic form and pertains to the relevant SHP1-SHP2 Dual Inhibitor and (ii) the Parties shall negotiate exclusively in good faith and on a commercially reasonable basis the terms of a definitive agreement under which Sanofi would be granted SHP1-SHP2 Dual Inhibitor License Rights for [***] after RevMed receives such Notice of Interest (such period, the ""SHP1-SHP2 Dual Inhibitor Licensing Negotiation Period"").",80407.0
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Rofr/Rofo/Rofn,Sanofi may exercise its Option at any time during the Term by providing RevMed with written notice of such exercise,73616.0
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Rofr/Rofo/Rofn,"respect to a SHP1-SHP2 Dual Inhibitor during the SHP1-SHP2 Dual Inhibitor Licensing Negotiation Period. If (x) Sanofi does not provide a Notice of Interest within [***] or (y) Sanofi does provide a Notice of Interest within [***] but Parties have not entered into an agreement under which Sanofi is granted SHP1-SHP2 Dual Inhibitor License Rights prior to the expiration of the SHP1-SHP2 Dual Inhibitor Licensing Negotiation Period, then RevMed shall have no further obligations to Sanofi with respect to such SHP1-SHP2 Dual Inhibitor Products, and RevMed shall have the right to enter into negotiations and execute an agreement with a Third Party under which such Third Party is granted the SHP1-SHP2 Dual Inhibitor License Rights [***].",81270.0
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Rofr/Rofo/Rofn,"of the data then in RevMed's Control regarding the relevant SHP1-SHP2 Dual Inhibitor. Sanofi shall notify RevMed in writing (a ""Notice of Interest""), within [***] after Sanofi's receipt of such notice, if Sanofi desires to enter into negotiations with RevMed of the terms under which Sanofi would obtain SHP1-SHP2 Dual Inhibitor License Rights.",80062.0
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Rofr/Rofo/Rofn,"If RevMed wishes to exercise its one-time Co-Promotion Option, it shall so notify Sanofi in writing at least [***] prior to the anticipated launch of such Product in the Co-Promotion Territory.",135909.0
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Rofr/Rofo/Rofn,"Subject to the terms and conditions of this Agreement, RevMed hereby grants to Sanofi an exclusive option, under the Patent Rights and Know-How claiming or embodied in the [***].",73421.0
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Rofr/Rofo/Rofn,"pon Sanofi's exercise of the Option, [***] accordingly subject to the license granted to Sanofi under Section 3.1(a) and the payment obligations therefor pursuant to this Agreement.",74059.0
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Rofr/Rofo/Rofn,"For clarity, once RevMed has exercised its Co- Promotion Option pursuant to this Section 8.7(b), RevMed's right to co-promote Products shall apply to all other existing and subsequent Products in the Co-Promotion Territory.",136460.0
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Rofr/Rofo/Rofn,"Sanofi shall have the first right, but not the obligation, through counsel of its choosing, to negotiate and obtain a license with respect to such Third Party intellectual property right and shall provide RevMed with a copy of such license if it obtains such a license (to the extent permitted by the terms of such license, provided that Sanofi shall use Commercially Reasonable Efforts to obtain such permission to provide such copy).",167497.0
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Rofr/Rofo/Rofn,"If Sanofi provides such Notice of Interest during [***], then RevMed shall not negotiate with any Third Party the terms under which such Third Party would obtain any development or commercialization rights with respect to a SHP1-SHP2 Dual Inhibitor during the SHP1-SHP2 Dual Inhibitor Licensing Negotiation Period.",81059.0
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Rofr/Rofo/Rofn,"If (i) RevMed does not provide the above election notice in compliance with the requirements of this Section 8.7(b), or (ii) RevMed provides notice to Sanofi that it does not intend to exercise its one-time Co-Promotion Option, then RevMed shall be deemed to have waived such one-time right to co-promote any and all Products in the Co-Promotion Territory.",136103.0
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Change Of Control,RevMed shall pay Sanofi such royalties until the earlier of (x) expiration of the Post-Termination Royalty Term therefor and (y) a Change of Control of Sanofi.,195850.0
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Change Of Control,"RevMed will notify Sanofi in writing as soon as possible after RevMed announces publicly any information regarding any proposed Change of Control of RevMed (or if the Change of Control will not be publicly announced, then no later than [***] after the signing of the Change of Control).",185903.0
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Change Of Control,Sanofi will have the option to either (A) terminate this Agreement in its entirety upon written notice to RevMed provided to RevMed within [***] of the effective date of such Change of Control; or (B) [***].,186190.0
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Anti-Assignment,"all research and development assets and operations of the Acquired Party Family, in each case relating to SHP2 Inhibitors and Products, remain with the Acquired Party Family and are not licensed or otherwise transferred to the Acquiror Party Family for any purpose; (C) the scientific and Development activities with respect to SHP2 Inhibitors and Products of the Acquired Party Family and Competing Products of the Acquiror Family (if any) are maintained separate and distinct, and (D) there is no exchange of Know-How relating to SHP2 Inhibitors and Products between the Acquired Party Family and the Acquiror Family. Any attempted assignment not in accordance with this Section 15.2 shall be null and void and of no legal effect.",245963.0
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Anti-Assignment,"Neither Party may assign this Agreement or any of its rights or obligations hereunder, except as expressly permitted hereunder, or delegate any of its obligations under this Agreement, whether by operation of law or otherwise, in whole or in part, without the consent of the other Party, except as follows:

(i) Sanofi may, without consent of RevMed, assign this Agreement or its rights and obligations hereunder in whole or in part to any Affiliate of Sanofi, and RevMed may, with the consent of Sanofi (not to be unreasonably withheld, delayed or conditioned), assign this Agreement or its rights and obligations hereunder in whole or in part to any Affiliate of RevMed;",243170.0
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Anti-Assignment,"Sanofi shall have the right to grant sublicenses (through multiple tiers) under the rights granted to it under Section 3.1 to one or more Third Parties (i) outside of the United States, and (ii) in the United States; provided that for purposes of subsection (ii), Sanofi shall not sublicense substantially all of the rights granted to it under Section 3.1 in the United States to Third Parties without RevMed's prior written consent, such consent not to be unreasonably withheld, delayed or conditioned.",76004.0
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Anti-Assignment,"Except as part of a transaction permitted under this Section 15.2, in no event shall RevMed assign or transfer, or agree to assign or transfer to any Third Party, any or all of the RevMed Licensed Patents without the consent of Sanofi, not be unreasonably withheld or conditioned.",247041.0
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Anti-Assignment,"In the case of RevMed, the intellectual property owned or controlled by any such Acquiror or its Acquiror Family prior to the applicable Change of Control or other similar transaction immediately prior to such acquisition (other than as a result of a license from the acquired Party) or is thereafter developed outside the scope of this Agreement in accordance with this Agreement shall be excluded from the RevMed Licensed Technology, in each case only for so long as the remainder of the conditions of this Section 15.2 are met, and the Acquiror Family shall be excluded from ""Affiliate"" solely for purposes of the applicable components of the intellectual property definitions set forth herein, in all such cases if and only if: (A) the acquired Party remains a wholly-owned subsidiary of the Acquiror; (B) all intellectual property of the Acquired Party Family and",245034.0
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Anti-Assignment,Any attempted assignment not in accordance with this Section 15.2 shall be null and void and of no legal effect.,246583.0
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Anti-Assignment,"Either Party may, without consent of the other Party, assign this Agreement in whole to (i) in the case of RevMed, its successor in interest or assignee or purchaser, as applicable, in the case of a Change of Control or (ii) in the case of Sanofi, its successor in interest or assignee or purchaser, as applicable, in connection with the sale of all or substantially all of its assets to which this Agreement relates, or in connection with a merger, acquisition or similar transaction.",243853.0
